match_id,player,row,pts,won_1+,won_2+,won_3+,won_4+,won_5+,won_6+,won_7+,won_8+,won_9+,won_10+
20200224-W-Doha-R64-Iga_Swiatek-Donna_Vekic,Donna Vekic,1,30,63.3%,38.9%,50.0%,46.2%,60.0%,33.3%,40.0%,25.0%,100.0%,-
20200224-W-Doha-R64-Iga_Swiatek-Donna_Vekic,Donna Vekic,2,30,46.7%,38.5%,50.0%,37.5%,60.0%,60.0%,66.7%,57.1%,57.1%,40.0%
20200224-W-Doha-R64-Elena_Rybakina-Sorana_Cirstea,Elena Rybakina,1,64,68.8%,47.4%,58.1%,35.0%,63.6%,33.3%,40.0%,25.0%,100.0%,100.0%
20200224-W-Doha-R64-Elena_Rybakina-Sorana_Cirstea,Elena Rybakina,2,30,40.0%,21.7%,41.7%,22.2%,40.0%,40.0%,66.7%,66.7%,100.0%,100.0%
20200224-W-Doha-R64-Elena_Rybakina-Sorana_Cirstea,Sorana Cirstea,1,39,64.1%,54.8%,73.9%,57.1%,72.7%,40.0%,66.7%,0.0%,0.0%,0.0%
20200224-W-Doha-R64-Elena_Rybakina-Sorana_Cirstea,Sorana Cirstea,2,29,37.9%,21.7%,38.5%,27.3%,50.0%,25.0%,33.3%,0.0%,0.0%,0.0%
20200224-W-Doha-R32-Karolina_Muchova-Kiki_Bertens,Karolina Muchova,1,33,69.7%,54.5%,63.2%,46.2%,75.0%,33.3%,50.0%,50.0%,50.0%,0.0%
20200224-W-Doha-R32-Karolina_Muchova-Kiki_Bertens,Karolina Muchova,2,19,42.1%,26.7%,36.4%,30.0%,42.9%,42.9%,60.0%,50.0%,66.7%,50.0%
20200224-W-Doha-R32-Karolina_Muchova-Kiki_Bertens,Kiki Bertens,1,46,71.7%,60.6%,66.7%,58.3%,60.9%,50.0%,60.0%,45.5%,71.4%,60.0%
20200224-W-Doha-R32-Karolina_Muchova-Kiki_Bertens,Kiki Bertens,2,20,60.0%,55.6%,58.8%,41.7%,62.5%,50.0%,100.0%,100.0%,100.0%,-
20200224-W-Acapulco-R32-Arantxa_Rus-Nao_Hibino,Arantxa Rus,1,50,40.0%,31.8%,48.3%,37.5%,39.1%,30.0%,37.5%,33.3%,45.5%,40.0%
20200224-W-Acapulco-R32-Arantxa_Rus-Nao_Hibino,Arantxa Rus,2,15,86.7%,81.8%,81.8%,80.0%,80.0%,75.0%,75.0%,66.7%,66.7%,60.0%
20200224-W-Acapulco-R32-Arantxa_Rus-Nao_Hibino,Nao Hibino,1,39,74.4%,64.3%,75.0%,70.0%,82.4%,78.6%,100.0%,100.0%,100.0%,100.0%
20200224-W-Acapulco-R32-Arantxa_Rus-Nao_Hibino,Nao Hibino,2,26,46.2%,41.7%,47.6%,38.9%,50.0%,36.4%,40.0%,33.3%,50.0%,40.0%
20200223-W-Doha-R64-Yaroslava_Shvedova-Laura_Siegemund,Yaroslava Shvedova,1,34,50.0%,39.3%,61.1%,36.4%,66.7%,33.3%,33.3%,0.0%,-,-
20200223-W-Doha-R64-Yaroslava_Shvedova-Laura_Siegemund,Yaroslava Shvedova,2,13,46.2%,36.4%,57.1%,40.0%,66.7%,50.0%,50.0%,0.0%,-,-
20200223-W-Doha-R64-Yaroslava_Shvedova-Laura_Siegemund,Laura Siegemund,1,50,68.0%,57.9%,68.8%,54.5%,75.0%,66.7%,100.0%,100.0%,100.0%,100.0%
20200223-W-Doha-R64-Yaroslava_Shvedova-Laura_Siegemund,Laura Siegemund,2,9,44.4%,28.6%,40.0%,40.0%,100.0%,-,-,-,-,-
20200219-W-Dubai-R16-Karolina_Pliskova-Kristina_Mladenovic,Karolina Pliskova,1,26,84.6%,55.6%,71.4%,66.7%,66.7%,50.0%,100.0%,100.0%,100.0%,100.0%
20200219-W-Dubai-R16-Karolina_Pliskova-Kristina_Mladenovic,Karolina Pliskova,2,21,66.7%,56.3%,69.2%,55.6%,62.5%,40.0%,50.0%,33.3%,100.0%,-
20200219-W-Dubai-R16-Karolina_Pliskova-Kristina_Mladenovic,Kristina Mladenovic,1,25,60.0%,41.2%,53.8%,45.5%,62.5%,40.0%,66.7%,0.0%,-,-
20200219-W-Dubai-R16-Karolina_Pliskova-Kristina_Mladenovic,Kristina Mladenovic,2,16,50.0%,33.3%,44.4%,28.6%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%
20200218-W-Dubai-R32-Su_Wei_Hsieh-Petra_Martic,Su Wei Hsieh,1,31,41.9%,37.9%,50.0%,38.9%,46.7%,27.3%,42.9%,20.0%,50.0%,50.0%
20200218-W-Dubai-R32-Su_Wei_Hsieh-Petra_Martic,Su Wei Hsieh,2,22,50.0%,31.3%,45.5%,33.3%,42.9%,33.3%,33.3%,33.3%,33.3%,20.0%
20200218-W-Dubai-R32-Su_Wei_Hsieh-Petra_Martic,Petra Martic,1,44,59.1%,51.4%,63.3%,31.3%,45.5%,14.3%,16.7%,16.7%,25.0%,25.0%
20200218-W-Dubai-R32-Su_Wei_Hsieh-Petra_Martic,Petra Martic,2,32,56.3%,53.3%,66.7%,60.0%,63.2%,50.0%,53.8%,33.3%,50.0%,25.0%
20200218-W-Dubai-R32-Elena_Rybakina-Sofia_Kenin,Elena Rybakina,1,54,64.8%,44.1%,60.0%,16.7%,25.0%,25.0%,50.0%,33.3%,50.0%,0.0%
20200218-W-Dubai-R32-Elena_Rybakina-Sofia_Kenin,Elena Rybakina,2,39,66.7%,50.0%,68.4%,37.5%,50.0%,25.0%,50.0%,50.0%,50.0%,50.0%
20200218-W-Dubai-R32-Elena_Rybakina-Sofia_Kenin,Sofia Kenin,1,60,68.3%,53.7%,75.9%,53.3%,61.5%,37.5%,75.0%,50.0%,100.0%,100.0%
20200218-W-Dubai-R32-Elena_Rybakina-Sofia_Kenin,Sofia Kenin,2,36,55.6%,42.9%,60.0%,33.3%,40.0%,25.0%,40.0%,25.0%,50.0%,50.0%
20200218-W-Dubai-R32-Dayana_Yastremska-Veronika_Kudermetova,Dayana Yastremska,1,62,62.9%,41.0%,69.6%,50.0%,70.0%,50.0%,60.0%,33.3%,33.3%,33.3%
20200218-W-Dubai-R32-Dayana_Yastremska-Veronika_Kudermetova,Dayana Yastremska,2,33,51.5%,36.0%,45.0%,26.7%,36.4%,12.5%,20.0%,0.0%,0.0%,0.0%
20200218-W-Dubai-R32-Dayana_Yastremska-Veronika_Kudermetova,Veronika Kudermetova,1,63,60.3%,39.0%,55.2%,31.6%,40.0%,18.2%,33.3%,33.3%,40.0%,0.0%
20200218-W-Dubai-R32-Dayana_Yastremska-Veronika_Kudermetova,Veronika Kudermetova,2,41,58.5%,48.5%,64.0%,50.0%,56.3%,30.0%,50.0%,25.0%,50.0%,0.0%
20200217-W-Dubai-R32-Marketa_Vondrousova-Anastasija_Sevastova,Marketa Vondrousova,1,31,80.6%,68.4%,68.4%,64.7%,64.7%,53.8%,63.6%,55.6%,71.4%,66.7%
20200217-W-Dubai-R32-Marketa_Vondrousova-Anastasija_Sevastova,Marketa Vondrousova,2,28,71.4%,68.0%,85.0%,81.3%,86.7%,71.4%,100.0%,100.0%,100.0%,100.0%
20200217-W-Dubai-R32-Marketa_Vondrousova-Anastasija_Sevastova,Anastasija Sevastova,1,25,60.0%,52.4%,57.9%,46.7%,53.8%,40.0%,44.4%,37.5%,60.0%,50.0%
20200217-W-Dubai-R32-Marketa_Vondrousova-Anastasija_Sevastova,Anastasija Sevastova,2,16,62.5%,50.0%,75.0%,71.4%,71.4%,50.0%,50.0%,50.0%,66.7%,50.0%
20200217-W-Dubai-R32-Kim_Clijsters-Garbine_Muguruza,Kim Clijsters,1,59,57.6%,50.0%,59.5%,39.3%,47.8%,36.8%,58.3%,54.5%,75.0%,50.0%
20200217-W-Dubai-R32-Kim_Clijsters-Garbine_Muguruza,Kim Clijsters,2,15,60.0%,53.8%,53.8%,45.5%,50.0%,28.6%,33.3%,0.0%,0.0%,0.0%
20200217-W-Dubai-R32-Kim_Clijsters-Garbine_Muguruza,Garbine Muguruza,1,41,73.2%,42.1%,66.7%,0.0%,0.0%,0.0%,-,-,-,-
20200217-W-Dubai-R32-Kim_Clijsters-Garbine_Muguruza,Garbine Muguruza,2,19,52.6%,43.8%,63.6%,42.9%,50.0%,40.0%,50.0%,0.0%,0.0%,0.0%
20200217-W-Dubai-R32-Amanda_Anisimova-Barbora_Strycova,Amanda Anisimova,1,64,59.4%,52.7%,65.9%,54.8%,63.0%,37.5%,46.2%,30.0%,50.0%,0.0%
20200217-W-Dubai-R32-Amanda_Anisimova-Barbora_Strycova,Amanda Anisimova,2,31,48.4%,40.7%,61.1%,53.3%,57.1%,33.3%,60.0%,50.0%,66.7%,50.0%
20200217-W-Dubai-R32-Amanda_Anisimova-Barbora_Strycova,Barbora Strycova,1,61,59.0%,35.9%,46.7%,40.7%,52.4%,41.2%,58.3%,44.4%,50.0%,33.3%
20200217-W-Dubai-R32-Amanda_Anisimova-Barbora_Strycova,Barbora Strycova,2,40,45.0%,31.3%,38.5%,27.3%,37.5%,23.1%,33.3%,25.0%,28.6%,28.6%
20200216-W-St_Petersburg-F-Elena_Rybakina-Kiki_Bertens,Elena Rybakina,1,33,57.6%,44.0%,47.8%,33.3%,40.0%,25.0%,42.9%,42.9%,60.0%,33.3%
20200216-W-St_Petersburg-F-Elena_Rybakina-Kiki_Bertens,Elena Rybakina,2,19,47.4%,44.4%,53.3%,50.0%,58.3%,50.0%,55.6%,42.9%,50.0%,40.0%
20200216-W-St_Petersburg-F-Elena_Rybakina-Kiki_Bertens,Kiki Bertens,1,34,79.4%,66.7%,77.8%,63.6%,77.8%,71.4%,83.3%,66.7%,66.7%,66.7%
20200216-W-St_Petersburg-F-Elena_Rybakina-Kiki_Bertens,Kiki Bertens,2,14,64.3%,54.5%,54.5%,44.4%,50.0%,20.0%,25.0%,0.0%,-,-
20200216-W-Hua_Hin-F-Magda_Linette-Leonie_Kung,Magda Linette,1,30,83.3%,54.5%,60.0%,55.6%,62.5%,25.0%,50.0%,50.0%,100.0%,100.0%
20200216-W-Hua_Hin-F-Magda_Linette-Leonie_Kung,Magda Linette,2,20,60.0%,52.9%,64.3%,54.5%,60.0%,33.3%,50.0%,33.3%,100.0%,100.0%
20200216-W-Hua_Hin-F-Magda_Linette-Leonie_Kung,Leonie Kung,1,32,75.0%,61.9%,65.0%,53.3%,61.5%,54.5%,75.0%,60.0%,100.0%,100.0%
20200216-W-Hua_Hin-F-Magda_Linette-Leonie_Kung,Leonie Kung,2,22,27.3%,15.8%,37.5%,37.5%,42.9%,33.3%,50.0%,33.3%,33.3%,33.3%
20200215-W-St_Petersburg-SF-Ekaterina_Alexandrova-Kiki_Bertens,Ekaterina Alexandrova,1,51,66.7%,48.5%,57.1%,40.0%,47.1%,30.8%,40.0%,25.0%,33.3%,33.3%
20200215-W-St_Petersburg-SF-Ekaterina_Alexandrova-Kiki_Bertens,Ekaterina Alexandrova,2,28,39.3%,39.3%,55.0%,47.1%,57.1%,53.8%,70.0%,57.1%,66.7%,33.3%
20200215-W-St_Petersburg-SF-Ekaterina_Alexandrova-Kiki_Bertens,Kiki Bertens,1,48,77.1%,59.3%,76.2%,58.3%,70.0%,66.7%,75.0%,66.7%,80.0%,50.0%
20200215-W-St_Petersburg-SF-Ekaterina_Alexandrova-Kiki_Bertens,Kiki Bertens,2,19,57.9%,33.3%,36.4%,30.0%,37.5%,16.7%,20.0%,20.0%,100.0%,-
20200214-W-St_Petersburg-QF-Anastasia_Potapova-Kiki_Bertens,Anastasia Potapova,1,39,53.8%,50.0%,51.4%,41.4%,50.0%,36.8%,53.8%,53.8%,77.8%,66.7%
20200214-W-St_Petersburg-QF-Anastasia_Potapova-Kiki_Bertens,Anastasia Potapova,2,21,61.9%,46.7%,50.0%,46.2%,50.0%,45.5%,50.0%,50.0%,50.0%,37.5%
20200214-W-St_Petersburg-QF-Anastasia_Potapova-Kiki_Bertens,Kiki Bertens,1,66,71.2%,56.8%,69.4%,59.3%,76.2%,70.6%,80.0%,70.0%,77.8%,60.0%
20200214-W-St_Petersburg-QF-Anastasia_Potapova-Kiki_Bertens,Kiki Bertens,2,30,43.3%,39.3%,45.8%,43.5%,47.6%,47.6%,58.8%,53.3%,80.0%,75.0%
20200213-W-St_Petersburg-R16-Veronika_Kudermetova-Kiki_Bertens,Veronika Kudermetova,1,22,50.0%,38.9%,53.8%,40.0%,66.7%,0.0%,0.0%,0.0%,0.0%,0.0%
20200213-W-St_Petersburg-R16-Veronika_Kudermetova-Kiki_Bertens,Veronika Kudermetova,2,19,21.1%,21.1%,26.7%,21.4%,25.0%,18.2%,28.6%,28.6%,40.0%,0.0%
20200213-W-St_Petersburg-R16-Veronika_Kudermetova-Kiki_Bertens,Kiki Bertens,1,24,87.5%,66.7%,75.0%,60.0%,75.0%,66.7%,100.0%,100.0%,100.0%,100.0%
20200213-W-St_Petersburg-R16-Veronika_Kudermetova-Kiki_Bertens,Kiki Bertens,2,14,42.9%,20.0%,28.6%,28.6%,33.3%,33.3%,40.0%,40.0%,50.0%,0.0%
20200213-W-Hua_Hin-R16-Patricia_Maria_Tig-Xiaodi_You,Patricia Maria Tig,1,25,76.0%,66.7%,66.7%,33.3%,42.9%,33.3%,66.7%,66.7%,66.7%,50.0%
20200213-W-Hua_Hin-R16-Patricia_Maria_Tig-Xiaodi_You,Patricia Maria Tig,2,13,61.5%,50.0%,62.5%,57.1%,66.7%,50.0%,66.7%,50.0%,100.0%,-
20200213-W-Hua_Hin-R16-Patricia_Maria_Tig-Xiaodi_You,Xiaodi You,1,27,48.1%,30.0%,37.5%,16.7%,25.0%,25.0%,33.3%,20.0%,33.3%,33.3%
20200213-W-Hua_Hin-R16-Patricia_Maria_Tig-Xiaodi_You,Xiaodi You,2,25,40.0%,37.5%,40.9%,38.1%,44.4%,37.5%,42.9%,33.3%,57.1%,25.0%
20200211-W-St_Petersburg-R32-Veronika_Kudermetova-Yulia_Putintseva,Veronika Kudermetova,1,56,71.4%,51.5%,68.0%,42.9%,60.0%,33.3%,66.7%,66.7%,100.0%,100.0%
20200211-W-St_Petersburg-R32-Veronika_Kudermetova-Yulia_Putintseva,Veronika Kudermetova,2,51,39.2%,34.0%,47.1%,37.9%,47.8%,33.3%,50.0%,33.3%,42.9%,42.9%
20200211-W-St_Petersburg-R32-Veronika_Kudermetova-Yulia_Putintseva,Yulia Putintseva,1,70,65.7%,50.0%,60.0%,50.0%,59.3%,50.0%,64.7%,60.0%,69.2%,55.6%
20200211-W-St_Petersburg-R32-Veronika_Kudermetova-Yulia_Putintseva,Yulia Putintseva,2,32,46.9%,32.0%,47.1%,40.0%,46.2%,46.2%,60.0%,50.0%,57.1%,50.0%
20200211-W-St_Petersburg-R32-Daria_Kasatkina-Ekaterina_Alexandrova,Daria Kasatkina,1,56,60.7%,48.8%,53.8%,45.5%,55.6%,47.8%,64.7%,50.0%,60.0%,33.3%
20200211-W-St_Petersburg-R32-Daria_Kasatkina-Ekaterina_Alexandrova,Daria Kasatkina,2,23,60.9%,43.8%,77.8%,75.0%,100.0%,100.0%,100.0%,100.0%,100.0%,-
20200211-W-St_Petersburg-R32-Daria_Kasatkina-Ekaterina_Alexandrova,Ekaterina Alexandrova,1,52,69.2%,55.6%,62.5%,33.3%,54.5%,37.5%,42.9%,42.9%,42.9%,42.9%
20200211-W-St_Petersburg-R32-Daria_Kasatkina-Ekaterina_Alexandrova,Ekaterina Alexandrova,2,36,50.0%,41.9%,52.0%,40.0%,47.1%,18.2%,25.0%,25.0%,28.6%,16.7%
20200210-W-Hua_Hin-R32-Storm_Hunter-Ulrikke_Eikeri,Storm Hunter,1,39,59.0%,44.8%,56.5%,41.2%,46.7%,33.3%,57.1%,25.0%,33.3%,0.0%
20200210-W-Hua_Hin-R32-Storm_Hunter-Ulrikke_Eikeri,Storm Hunter,2,27,59.3%,45.0%,60.0%,40.0%,66.7%,60.0%,100.0%,100.0%,100.0%,100.0%
20200210-W-Hua_Hin-R32-Storm_Hunter-Ulrikke_Eikeri,Ulrikke Eikeri,1,35,54.3%,40.7%,52.4%,41.2%,58.3%,50.0%,71.4%,50.0%,50.0%,33.3%
20200210-W-Hua_Hin-R32-Storm_Hunter-Ulrikke_Eikeri,Ulrikke Eikeri,2,22,45.5%,36.8%,46.7%,27.3%,37.5%,37.5%,60.0%,50.0%,100.0%,-
20200210-W-Hua_Hin-R32-Chloe_Paquet-Peangtarn_Plipuech,Chloe Paquet,1,52,55.8%,48.9%,52.4%,42.9%,55.6%,50.0%,63.2%,56.3%,60.0%,25.0%
20200210-W-Hua_Hin-R32-Chloe_Paquet-Peangtarn_Plipuech,Chloe Paquet,2,33,51.5%,48.4%,55.6%,55.6%,68.2%,63.2%,75.0%,69.2%,90.0%,87.5%
20200210-W-Hua_Hin-R32-Chloe_Paquet-Peangtarn_Plipuech,Peangtarn Plipuech,1,65,55.4%,44.2%,50.0%,41.0%,45.7%,32.1%,42.9%,40.0%,50.0%,20.0%
20200210-W-Hua_Hin-R32-Chloe_Paquet-Peangtarn_Plipuech,Peangtarn Plipuech,2,48,43.8%,40.0%,41.9%,35.9%,41.2%,37.5%,46.2%,36.4%,47.1%,43.8%
20200208-W-Fed_Cup_Qualifiers-RR-Aryna_Sabalenka-Kiki_Bertens,Aryna Sabalenka,1,30,60.0%,50.0%,57.1%,30.8%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%
20200208-W-Fed_Cup_Qualifiers-RR-Aryna_Sabalenka-Kiki_Bertens,Aryna Sabalenka,2,17,70.6%,54.5%,66.7%,57.1%,66.7%,50.0%,50.0%,50.0%,100.0%,100.0%
20200208-W-Fed_Cup_Qualifiers-RR-Aryna_Sabalenka-Kiki_Bertens,Kiki Bertens,1,27,85.2%,77.8%,93.3%,83.3%,100.0%,100.0%,100.0%,100.0%,100.0%,-
20200208-W-Fed_Cup_Qualifiers-RR-Aryna_Sabalenka-Kiki_Bertens,Kiki Bertens,2,21,76.2%,64.3%,64.3%,50.0%,71.4%,66.7%,100.0%,100.0%,100.0%,-
20200208-W-Fed_Cup_Qualifiers-RR-Aliaksandra_Sasnovich-Arantxa_Rus,Aliaksandra Sasnovich,1,56,62.5%,54.3%,71.4%,63.0%,73.9%,53.8%,70.0%,57.1%,66.7%,50.0%
20200208-W-Fed_Cup_Qualifiers-RR-Aliaksandra_Sasnovich-Arantxa_Rus,Aliaksandra Sasnovich,2,22,54.5%,52.4%,73.3%,42.9%,50.0%,40.0%,66.7%,50.0%,100.0%,-
20200208-W-Fed_Cup_Qualifiers-RR-Aliaksandra_Sasnovich-Arantxa_Rus,Arantxa Rus,1,57,63.2%,55.3%,60.5%,50.0%,60.7%,42.1%,53.3%,46.2%,54.5%,44.4%
20200208-W-Fed_Cup_Qualifiers-RR-Aliaksandra_Sasnovich-Arantxa_Rus,Arantxa Rus,2,25,32.0%,22.7%,31.3%,26.7%,33.3%,33.3%,40.0%,40.0%,80.0%,66.7%
20200207-W-Fed_Cup_Qualifiers-RR-Naomi_Osaka-Sara_Sorribes_Tormo,Naomi Osaka,1,33,51.5%,48.4%,55.6%,50.0%,63.2%,53.3%,72.7%,57.1%,100.0%,100.0%
20200207-W-Fed_Cup_Qualifiers-RR-Naomi_Osaka-Sara_Sorribes_Tormo,Naomi Osaka,2,17,17.6%,17.6%,23.1%,9.1%,12.5%,12.5%,14.3%,14.3%,25.0%,25.0%
20200207-W-Fed_Cup_Qualifiers-RR-Naomi_Osaka-Sara_Sorribes_Tormo,Sara Sorribes Tormo,1,35,68.6%,64.5%,69.0%,64.0%,84.2%,76.9%,83.3%,80.0%,100.0%,100.0%
20200207-W-Fed_Cup_Qualifiers-RR-Naomi_Osaka-Sara_Sorribes_Tormo,Sara Sorribes Tormo,2,9,77.8%,66.7%,80.0%,66.7%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
20200207-W-Fed_Cup_Qualifiers-RR-Leylah_Fernandez-Jil_Teichmann,Leylah Fernandez,1,42,54.8%,40.6%,44.8%,33.3%,36.4%,30.0%,46.2%,22.2%,40.0%,25.0%
20200207-W-Fed_Cup_Qualifiers-RR-Leylah_Fernandez-Jil_Teichmann,Leylah Fernandez,2,19,63.2%,56.3%,60.0%,57.1%,66.7%,42.9%,60.0%,0.0%,0.0%,0.0%
20200207-W-Fed_Cup_Qualifiers-RR-Leylah_Fernandez-Jil_Teichmann,Jil Teichmann,1,38,71.1%,52.2%,54.5%,33.3%,45.5%,25.0%,40.0%,25.0%,25.0%,25.0%
20200207-W-Fed_Cup_Qualifiers-RR-Leylah_Fernandez-Jil_Teichmann,Jil Teichmann,2,26,57.7%,52.2%,54.5%,50.0%,76.9%,66.7%,75.0%,33.3%,100.0%,100.0%
20200207-W-Fed_Cup_Qualifiers-RR-Aliaksandra_Sasnovich-Kiki_Bertens,Aliaksandra Sasnovich,1,50,58.0%,47.5%,55.9%,40.0%,52.6%,25.0%,37.5%,16.7%,16.7%,0.0%
20200207-W-Fed_Cup_Qualifiers-RR-Aliaksandra_Sasnovich-Kiki_Bertens,Aliaksandra Sasnovich,2,36,44.4%,37.5%,52.2%,50.0%,61.1%,46.2%,54.5%,44.4%,44.4%,16.7%
20200207-W-Fed_Cup_Qualifiers-RR-Aliaksandra_Sasnovich-Kiki_Bertens,Kiki Bertens,1,55,78.2%,52.0%,72.2%,50.0%,62.5%,40.0%,50.0%,33.3%,33.3%,0.0%
20200207-W-Fed_Cup_Qualifiers-RR-Aliaksandra_Sasnovich-Kiki_Bertens,Kiki Bertens,2,24,45.8%,31.6%,35.3%,26.7%,40.0%,14.3%,25.0%,25.0%,33.3%,0.0%
20200207-W-Doha-QF-Ons_Jabeur-Petra_Kvitova,Ons Jabeur,1,55,54.5%,37.5%,57.7%,42.1%,57.1%,33.3%,42.9%,33.3%,66.7%,50.0%
20200207-W-Doha-QF-Ons_Jabeur-Petra_Kvitova,Ons Jabeur,2,31,51.6%,31.8%,46.7%,27.3%,60.0%,33.3%,100.0%,100.0%,100.0%,-
20200207-W-Doha-QF-Ons_Jabeur-Petra_Kvitova,Petra Kvitova,1,53,54.7%,41.5%,53.1%,34.8%,47.1%,30.8%,44.4%,28.6%,66.7%,50.0%
20200207-W-Doha-QF-Ons_Jabeur-Petra_Kvitova,Petra Kvitova,2,23,56.5%,47.4%,64.3%,44.4%,57.1%,57.1%,57.1%,40.0%,66.7%,50.0%
20200201-W-Australian_Open_Juniors-F-Victoria_Jimenez_Kasintseva-Weronika_Baszak,Victoria Jimenez Kasintseva,1,61,65.6%,47.5%,57.6%,30.0%,37.5%,28.6%,36.4%,36.4%,57.1%,50.0%
20200201-W-Australian_Open_Juniors-F-Victoria_Jimenez_Kasintseva-Weronika_Baszak,Victoria Jimenez Kasintseva,2,22,68.2%,58.8%,66.7%,58.3%,58.3%,44.4%,57.1%,50.0%,50.0%,50.0%
20200201-W-Australian_Open_Juniors-F-Victoria_Jimenez_Kasintseva-Weronika_Baszak,Weronika Baszak,1,73,56.2%,42.9%,53.3%,40.0%,58.3%,47.4%,50.0%,10.0%,14.3%,14.3%
20200201-W-Australian_Open_Juniors-F-Victoria_Jimenez_Kasintseva-Weronika_Baszak,Weronika Baszak,2,24,45.8%,31.6%,40.0%,30.8%,36.4%,12.5%,16.7%,16.7%,16.7%,0.0%
20200201-W-Australian_Open-F-Sofia_Kenin-Garbine_Muguruza,Sofia Kenin,1,64,64.1%,58.9%,62.3%,55.6%,67.6%,58.6%,70.8%,63.2%,80.0%,75.0%
20200201-W-Australian_Open-F-Sofia_Kenin-Garbine_Muguruza,Sofia Kenin,2,23,65.2%,55.6%,62.5%,60.0%,69.2%,63.6%,77.8%,75.0%,85.7%,80.0%
20200201-W-Australian_Open-F-Sofia_Kenin-Garbine_Muguruza,Garbine Muguruza,1,48,75.0%,63.6%,70.0%,50.0%,64.3%,61.5%,72.7%,57.1%,80.0%,75.0%
20200201-W-Australian_Open-F-Sofia_Kenin-Garbine_Muguruza,Garbine Muguruza,2,26,38.5%,30.4%,46.7%,42.9%,54.5%,44.4%,50.0%,42.9%,50.0%,25.0%
20200130-W-Australian_Open-SF-Ashleigh_Barty-Sofia_Kenin,Ashleigh Barty,1,41,78.0%,57.1%,66.7%,33.3%,60.0%,50.0%,50.0%,33.3%,50.0%,50.0%
20200130-W-Australian_Open-SF-Ashleigh_Barty-Sofia_Kenin,Ashleigh Barty,2,38,52.6%,43.8%,56.0%,47.6%,58.8%,46.2%,54.5%,44.4%,50.0%,42.9%
20200130-W-Australian_Open-SF-Ashleigh_Barty-Sofia_Kenin,Sofia Kenin,1,55,69.1%,57.5%,63.9%,48.0%,60.0%,46.7%,58.3%,28.6%,50.0%,33.3%
20200130-W-Australian_Open-SF-Ashleigh_Barty-Sofia_Kenin,Sofia Kenin,2,22,63.6%,60.0%,75.0%,69.2%,81.8%,75.0%,100.0%,100.0%,100.0%,100.0%
20200128-W-Australian_Open-QF-Ons_Jabeur-Sofia_Kenin,Ons Jabeur,1,34,70.6%,54.5%,70.6%,37.5%,50.0%,25.0%,100.0%,-,-,-
20200128-W-Australian_Open-QF-Ons_Jabeur-Sofia_Kenin,Ons Jabeur,2,26,38.5%,30.4%,35.0%,27.8%,55.6%,33.3%,50.0%,50.0%,66.7%,0.0%
20200128-W-Australian_Open-QF-Ons_Jabeur-Sofia_Kenin,Sofia Kenin,1,56,64.3%,57.4%,61.4%,46.9%,55.6%,40.0%,53.3%,46.2%,60.0%,33.3%
20200128-W-Australian_Open-QF-Ons_Jabeur-Sofia_Kenin,Sofia Kenin,2,19,63.2%,58.8%,71.4%,69.2%,81.8%,66.7%,80.0%,80.0%,80.0%,50.0%
20200127-W-Australian_Open-R16-Garbine_Muguruza-Kiki_Bertens,Garbine Muguruza,1,31,90.3%,81.3%,86.7%,75.0%,75.0%,60.0%,60.0%,50.0%,50.0%,33.3%
20200127-W-Australian_Open-R16-Garbine_Muguruza-Kiki_Bertens,Garbine Muguruza,2,11,36.4%,30.0%,33.3%,25.0%,33.3%,33.3%,40.0%,25.0%,25.0%,25.0%
20200127-W-Australian_Open-R16-Garbine_Muguruza-Kiki_Bertens,Kiki Bertens,1,32,65.6%,56.0%,63.6%,42.9%,54.5%,37.5%,50.0%,25.0%,50.0%,50.0%
20200127-W-Australian_Open-R16-Garbine_Muguruza-Kiki_Bertens,Kiki Bertens,2,19,36.8%,33.3%,37.5%,33.3%,41.7%,41.7%,50.0%,37.5%,100.0%,100.0%
20200125-W-Australian_Open-R32-Zarina_Diyas-Kiki_Bertens,Zarina Diyas,1,58,58.6%,47.8%,51.2%,43.2%,48.5%,34.6%,47.4%,33.3%,50.0%,50.0%
20200125-W-Australian_Open-R32-Zarina_Diyas-Kiki_Bertens,Zarina Diyas,2,18,50.0%,50.0%,50.0%,35.7%,41.7%,30.0%,37.5%,16.7%,20.0%,20.0%
20200125-W-Australian_Open-R32-Zarina_Diyas-Kiki_Bertens,Kiki Bertens,1,42,76.2%,67.7%,72.4%,60.0%,63.2%,53.3%,61.5%,50.0%,55.6%,50.0%
20200125-W-Australian_Open-R32-Zarina_Diyas-Kiki_Bertens,Kiki Bertens,2,16,62.5%,50.0%,60.0%,60.0%,75.0%,71.4%,83.3%,80.0%,80.0%,75.0%
20200125-W-Australian_Open-R32-Iga_Swiatek-Donna_Vekic,Iga Swiatek,1,40,77.5%,70.0%,77.8%,62.5%,76.9%,66.7%,85.7%,66.7%,66.7%,50.0%
20200125-W-Australian_Open-R32-Iga_Swiatek-Donna_Vekic,Iga Swiatek,2,31,58.1%,48.0%,63.2%,50.0%,77.8%,66.7%,66.7%,33.3%,50.0%,0.0%
20200125-W-Australian_Open-R32-Iga_Swiatek-Donna_Vekic,Donna Vekic,1,43,65.1%,37.5%,42.9%,33.3%,42.9%,27.3%,60.0%,50.0%,50.0%,50.0%
